time,1
0,75
7,75
14,75
21,75
28,75
35,75
42,75
49,75
56,75
63,75
70,75
77,75
84,75
91,75
98,75
105,75
112,75
119,75
126,75
133,75
140,75
147,75
154,75
161,75
168,75
175,75
182,75
189,75
196,75
203,75
210,75
217,75
224,75
231,75
238,75
245,75
252,75
259,75
266,75
273,75
280,75
287,75
294,75
301,75
308,75
315,75
322,75
329,75
336,75
343,75
350,75
357,75
364,75
371,75
378,75
385,75
392,75
399,75
406,75
413,75
420,75
427,75
434,75
441,75
448,75
455,75
462,75
469,75
476,75
483,75
490,75
497,75
504,75
511,75
518,75
525,75
532,75
539,75
546,75
